VESSEL ID,VESSEL TYPE,SIZE RANGE,AGE RANGE,CAPACITY
9709059,Bulk,Capesize,<5,177752
9709060,Bulk,Capesize,<5,178010
9709061,Bulk,Capesize,<5,177807
9709063,Bulk,Panamax,<5,76381
9709194,Bulk,Panamax,<5,76402
9709196,Bulk,Capesize,<5,176000
9709338,Bulk,Capesize,<5,178005
9709339,Bulk,Capesize,<5,177933
9709341,Bulk,Panamax,<5,79602
9772137,Bulk,Panamax,<5,80480
9798131,Container,Feeder,<5,1085
9823085,Bulk,Panamax,<5,95790
9863616,Container,Unspecified,<5,
9953436,Bulk,Handymax,<5,57000
9968214,Bulk,Unspecified,20-25,
9982466,Bulk,Handy,<5,17045
9982467,Bulk,Handy,<5,17087
9992311,Container,Unspecified,<5,
9997379,Container,Unspecified,<5,
10015017,Bulk,Handy,<5,32626
10054868,Bulk,Unspecified,<5,
10144783,Bulk,Small,<5,5231
10144811,Bulk,Handy,<5,37163
10149209,Bulk,Handymax,<5,58429
10153535,Bulk,Handy,<5,14690
10459107,Bulk,Handy,<5,31800
10626830,Bulk,Panamax,<5,79659
10656381,Bulk,Panamax,<5,61448
10955514,Container,Unspecified,15-20,
10988250,Bulk,Unspecified,<5,
11283355,Bulk,Unspecified,<5,
12553733,Bulk,Unspecified,10-15,
